,fullname,team,team_code,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
572,ángel  madrazo ,burgos-bh,burgos-bh-2023,1988-07-30,spain,1.71,61.0,santander,901,570,93,274,766,1602,1736,3,0,0,57,672,102,453,28,758,144,432,angel-madrazo,https://www.procyclingstats.com/rider/angel-madrazo
573,jetse  bol ,burgos-bh,burgos-bh-2023,1989-09-08,netherlands,1.84,71.0,avenhorn,384,494,145,684,408,808,1517,0,0,0,44,791,70,570,67,438,131,462,jetse-bol,https://www.procyclingstats.com/rider/jetse-bol
574,cyril  barthe ,burgos-bh,burgos-bh-2023,1996-02-14,france,1.84,70.0,sauveterre-de-béarn,200,242,5,234,306,391,615,0,18,365,127,389,166,317,42,595,131,461,cyril-barthe,https://www.procyclingstats.com/rider/cyril-barthe
575,josé manuel  díaz ,burgos-bh,burgos-bh-2023,1995-01-18,spain,1.77,64.0,jaén,100,333,0,6,362,622,871,3,26,281,49,734,266,205,64,449,23,1266,jose-manuel-diaz-gallego,https://www.procyclingstats.com/rider/jose-manuel-diaz-gallego
576,jesús  ezquerra ,burgos-bh,burgos-bh-2023,1990-11-30,spain,1.85,68.0,adal-treto,169,129,130,204,237,667,1648,1,0,0,93,489,51,677,24,831,42,971,jesus-ezquerra-muela,https://www.procyclingstats.com/rider/jesus-ezquerra-muela
577,manuel  peñalver ,burgos-bh,burgos-bh-2023,1998-12-10,spain,1.77,67.0,torrevieja,100,0,0,462,136,1152,2249,1,1,877,52,716,68,584,27,762,24,1236,manuel-penalver,https://www.procyclingstats.com/rider/manuel-penalver
578,ander  okamika ,burgos-bh,burgos-bh-2023,1993-04-02,spain,1.9,70.0,lekeitio,51,80,3,6,76,663,1424,0,0,0,73,587,71,561,0,0,0,0,ander-okamika,https://www.procyclingstats.com/rider/ander-okamika
579,antonio  angulo ,burgos-bh,burgos-bh-2023,1992-02-18,spain,1.75,67.0,el llano udías,45,57,4,122,154,1062,1218,0,8,563,18,1208,62,612,29,745,17,1416,antonio-angulo,https://www.procyclingstats.com/rider/antonio-angulo
580,pelayo  sánchez ,burgos-bh,burgos-bh-2023,2000-03-27,spain,1.77,62.0,tellego,55,60,18,0,58,599,659,0,67,146,7,1646,44,731,0,0,0,0,pelayo-sanchez-mayo,https://www.procyclingstats.com/rider/pelayo-sanchez-mayo
581,victor  langellotti ,burgos-bh,burgos-bh-2023,1995-06-07,monaco,1.77,64.0,monaco,25,43,20,0,148,513,751,1,61,156,32,934,9,1457,0,0,5,2088,victor-langellotti,https://www.procyclingstats.com/rider/victor-langellotti
582,óscar  pelegrí ,burgos-bh,burgos-bh-2023,1994-05-30,spain,1.75,63.0,castellón de la plana,40,27,12,140,74,1854,0,0,0,0,19,1174,43,740,10,1151,8,1798,oscar-pelegri,https://www.procyclingstats.com/rider/oscar-pelegri
583,andrés camilo  ardila ,burgos-bh,burgos-bh-2023,1999-06-02,colombia,1.7,59.0,mariquita,4,83,20,3,61,1630,2241,0,0,0,12,1395,48,704,6,1287,36,1037,andres-camilo-ardila,https://www.procyclingstats.com/rider/andres-camilo-ardila
584,ángel  fuentes ,burgos-bh,burgos-bh-2023,1996-11-05,spain,1.9,77.0,burgos,67,15,27,10,32,960,1229,0,0,0,31,946,35,807,9,1171,6,1957,paniego-fuentes,https://www.procyclingstats.com/rider/paniego-fuentes
585,miguel ángel  fernández ,burgos-bh,burgos-bh-2023,1997-03-21,spain,1.85,79.0,santander,20,5,0,106,26,913,1628,1,20,349,15,1273,0,0,0,0,0,0,miguel-angel-fernandez-ruiz,https://www.procyclingstats.com/rider/miguel-angel-fernandez-ruiz
586,mario  aparicio ,burgos-bh,burgos-bh-2023,2000-04-23,spain,1.85,69.0,aranda de duero,5,36,14,0,16,1030,1636,0,0,0,36,880,5,1729,0,0,0,0,mario-aparicio-munoz,https://www.procyclingstats.com/rider/mario-aparicio-munoz
587,clément  alleno ,burgos-bh,burgos-bh-2023,2000-10-08,france,1.8,69.0,saint-brieuc,0,24,0,32,2,930,1134,0,28,269,6,1779,0,0,0,0,0,0,clement-alleno,https://www.procyclingstats.com/rider/clement-alleno
588,eric antonio  fagundez ,burgos-bh,burgos-bh-2023,1998-08-19,uruguay,,,vergara,4,0,31,3,4,1249,1260,1,17,384,1,2244,0,0,0,0,0,0,eric-antonio-fagundez,https://www.procyclingstats.com/rider/eric-antonio-fagundez
589,alejandro  franco ,burgos-bh,burgos-bh-2023,2001-09-26,spain,1.75,58.0,valladolid,0,8,0,0,10,1547,1213,0,0,0,10,1470,0,0,0,0,0,0,alejandro-franco-gonzalez,https://www.procyclingstats.com/rider/alejandro-franco-gonzalez
590,felipe  orts ,burgos-bh,burgos-bh-2023,1995-04-01,spain,1.79,70.0,villajoyosa,5,0,0,11,0,1848,0,0,0,0,5,1823,0,0,0,0,0,0,felipe-orts,https://www.procyclingstats.com/rider/felipe-orts
591,rodrigo  alvarez ,burgos-bh,burgos-bh-2023,1999-08-24,spain,1.75,65.0,burgos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rodrigo-alvarez,https://www.procyclingstats.com/rider/rodrigo-alvarez
592,eduard  prades ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1987-08-09,spain,1.78,63.0,alcanar,833,1208,30,800,1398,408,812,8,5,664,123,395,130,377,77,394,423,144,eduard-prades,https://www.procyclingstats.com/rider/eduard-prades
593,fernando  barceló ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1996-01-06,spain,1.74,64.0,huesca,287,229,2,52,514,311,360,0,33,250,169,314,146,351,24,827,182,350,fernando-barcelo,https://www.procyclingstats.com/rider/fernando-barcelo
594,orluis  aular ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1996-11-05,venezuela,1.76,65.0,nirgua,164,109,304,620,296,363,194,3,0,0,181,305,54,657,35,671,245,265,orluis-aular,https://www.procyclingstats.com/rider/orluis-aular
595,michal  schlegel ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1995-05-31,czech republic,1.84,72.0,ústí nad orlicí,66,346,50,86,238,1237,2280,0,0,0,17,1243,133,371,9,1164,84,693,michal-schlegel,https://www.procyclingstats.com/rider/michal-schlegel
596,julen  amezqueta ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1993-08-12,spain,1.74,63.0,estella,84,296,1,1,282,1839,0,0,0,0,5,1847,202,264,30,715,26,1187,julen-amezqueta,https://www.procyclingstats.com/rider/julen-amezqueta
597,jefferson alveiro  cepeda ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1996-03-02,ecuador,1.7,61.0,quito,150,194,99,89,158,672,436,4,37,229,67,608,51,675,85,365,78,724,jefferson-cepeda-hernandez,https://www.procyclingstats.com/rider/jefferson-cepeda-hernandez
598,jhojan  garcía ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1998-01-10,colombia,1.68,55.0,bogotá,7,202,14,8,135,1862,2905,0,0,0,5,1806,137,362,28,749,30,1123,jhojan-garcia,https://www.procyclingstats.com/rider/jhojan-garcia
599,joel  nicolau ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1997-12-23,spain,1.76,66.0,llofriu,45,107,6,7,122,417,553,0,5,724,121,399,24,977,0,0,6,1954,joel-nicolau,https://www.procyclingstats.com/rider/joel-nicolau
600,tomáš  bárta ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1999-04-28,czech republic,1.89,79.0,olomouc,54,44,6,390,22,608,374,0,0,0,83,539,26,942,0,0,10,1667,tomas-barta,https://www.procyclingstats.com/rider/tomas-barta
601,daniel  babor ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1999-10-22,czech republic,1.79,79.0,beroun,32,10,14,270,2,531,488,3,18,368,73,585,20,1052,0,0,12,1627,daniel-babor,https://www.procyclingstats.com/rider/daniel-babor
602,mulu kinfe  hailemichael ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1999-06-12,ethiopia,1.58,50.0,adigrat,6,44,6,2,112,0,0,1,0,0,0,0,0,0,45,565,25,1197,mulu-kinfe-hailemichael,https://www.procyclingstats.com/rider/mulu-kinfe-hailemichael
603,david  gonzález ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1996-02-21,spain,1.79,68.0,fontiveros,23,15,5,142,88,1086,2202,0,0,0,33,922,24,982,6,1298,16,1449,david-gonzalez-lopez,https://www.procyclingstats.com/rider/david-gonzalez-lopez
604,sergio roman  martín ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1996-12-13,spain,1.82,69.0,galapagar,5,53,8,20,88,898,1079,0,0,0,36,881,25,969,0,0,0,0,sergio-martin,https://www.procyclingstats.com/rider/sergio-martin
605,jokin  murguialday ,caja rural - seguros rga,caja-rural-seguros-rga-2023,2000-03-19,spain,1.73,57.0,salvatierra,5,39,4,6,29,1254,1511,0,0,0,17,1240,20,1063,9,1172,0,0,jokin-murguialday-elorza,https://www.procyclingstats.com/rider/jokin-murguialday-elorza
606,iúri  leitão ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1998-07-03,portugal,1.75,65.0,viana do castelo,0,11,1,132,13,1133,1586,0,0,0,22,1113,17,1135,0,0,0,0,iuri-leitao,https://www.procyclingstats.com/rider/iuri-leitao
607,jon  barrenetxea ,caja rural - seguros rga,caja-rural-seguros-rga-2023,2000-04-20,spain,1.88,74.0,gámiz,16,17,2,3,36,1116,1220,0,8,569,15,1278,14,1252,0,0,0,0,jon-barrenetxea-golzarri,https://www.procyclingstats.com/rider/jon-barrenetxea-golzarri
608,abel  balderstone ,caja rural - seguros rga,caja-rural-seguros-rga-2023,2000-07-07,spain,1.79,61.0,ullastrell,0,18,16,0,18,1199,1016,0,0,0,19,1185,0,0,0,0,0,0,abel-balderstone-roumens,https://www.procyclingstats.com/rider/abel-balderstone-roumens
609,yesid albeiro  pira ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1999-06-28,colombia,1.72,59.0,siachoque,0,12,3,8,30,1989,2656,0,0,0,4,1912,13,1268,0,0,0,0,yesid-albeiro-pira,https://www.procyclingstats.com/rider/yesid-albeiro-pira
610,calum  johnston ,caja rural - seguros rga,caja-rural-seguros-rga-2023,1998-11-01,great britain,1.73,55.0,glasgow,0,8,0,9,19,1431,2251,0,0,0,12,1415,0,0,1,1642,0,0,calum-johnston,https://www.procyclingstats.com/rider/calum-johnston
611,joseba  lópez ,caja rural - seguros rga,caja-rural-seguros-rga-2023,2000-03-05,spain,1.81,66.0,vitoria,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,joseba-lopez-cuesta,https://www.procyclingstats.com/rider/joseba-lopez-cuesta
612,josu  etxeberria ,caja rural - seguros rga,caja-rural-seguros-rga-2023,2000-09-09,spain,1.78,65.0,iturmendi,0,0,0,1,1,0,2800,0,0,0,0,0,0,0,0,0,0,0,josu-etxeberria-azpilikueta,https://www.procyclingstats.com/rider/josu-etxeberria-azpilikueta
613,francesco  gavazzi ,eolo-kometa,eolo-kometa-2023,1984-08-01,italy,1.71,65.0,morbegno,2983,1370,43,2044,2910,617,958,13,6,625,64,630,85,502,24,825,177,359,francesco-gavazzi,https://www.procyclingstats.com/rider/francesco-gavazzi
614,vincenzo  albanese ,eolo-kometa,eolo-kometa-2023,1996-11-12,italy,1.75,70.0,oliveto citra,545,229,50,440,774,131,187,2,0,0,521,99,274,202,36,652,15,1521,vincenzo-albanese,https://www.procyclingstats.com/rider/vincenzo-albanese
615,lorenzo  fortunato ,eolo-kometa,eolo-kometa-2023,1996-05-09,italy,1.7,57.0,bologna,111,588,0,30,656,207,268,3,14,453,336,182,378,136,62,458,70,775,lorenzo-fortunato,https://www.procyclingstats.com/rider/lorenzo-fortunato
616,giovanni  lonardi ,eolo-kometa,eolo-kometa-2023,1996-11-09,italy,1.8,70.0,verona,151,54,3,636,236,1272,2945,3,2,840,48,742,73,549,87,352,149,422,giovanni-lonardi,https://www.procyclingstats.com/rider/giovanni-lonardi
617,mirco  maestri ,eolo-kometa,eolo-kometa-2023,1991-10-26,italy,1.82,73.0,guastalla,115,217,83,266,126,638,1871,1,12,475,54,703,32,854,0,0,85,684,mirco-maestri,https://www.procyclingstats.com/rider/mirco-maestri
618,mattia  bais ,eolo-kometa,eolo-kometa-2023,1996-10-19,italy,1.75,66.0,rovereto,113,145,20,98,135,794,1336,0,0,0,50,726,85,497,34,682,82,704,mattia-bais,https://www.procyclingstats.com/rider/mattia-bais
619,andrea  garosio ,eolo-kometa,eolo-kometa-2023,1993-12-06,italy,1.75,58.0,brescia,133,74,4,30,120,820,639,0,0,0,42,806,53,665,29,742,70,780,andrea-garosio,https://www.procyclingstats.com/rider/andrea-garosio
620,erik  fetter ,eolo-kometa,eolo-kometa-2023,2000-04-05,hungary,1.9,70.0,budapest,89,54,106,7,90,410,338,3,5,689,127,390,55,648,4,1385,8,1818,erik-fetter,https://www.procyclingstats.com/rider/erik-fetter
621,davide  bais ,eolo-kometa,eolo-kometa-2023,1998-04-02,italy,1.85,66.0,rovereto,67,63,22,8,84,486,653,0,3,790,100,464,10,1400,3,1463,20,1321,davide-bais,https://www.procyclingstats.com/rider/davide-bais
622,samuele  rivi ,eolo-kometa,eolo-kometa-2023,1998-05-11,italy,1.87,72.0,trente,44,46,21,8,40,985,1997,0,0,0,36,883,43,751,0,0,11,1636,samuele-rivi,https://www.procyclingstats.com/rider/samuele-rivi
623,alessandro  fancellu ,eolo-kometa,eolo-kometa-2023,2000-04-24,italy,1.72,62.0,como,5,74,0,1,54,963,824,0,0,0,31,945,0,0,55,493,0,0,alessandro-fancellu,https://www.procyclingstats.com/rider/alessandro-fancellu
624,simone  bevilacqua ,eolo-kometa,eolo-kometa-2023,1997-02-22,italy,1.8,75.0,thiene,133,30,29,85,2,0,0,1,0,0,0,0,0,0,20,880,36,1039,simone-bevilacqua,https://www.procyclingstats.com/rider/simone-bevilacqua
625,simone  raccani ,eolo-kometa,eolo-kometa-2023,2001-03-02,italy,,,thiene,31,26,1,18,56,901,803,0,0,0,36,884,22,1008,0,0,0,0,simone-raccani,https://www.procyclingstats.com/rider/simone-raccani
626,diego pablo  sevilla ,eolo-kometa,eolo-kometa-2023,1996-03-04,spain,1.71,64.0,san martín de la vega,25,12,7,20,52,1215,2260,0,5,690,18,1211,10,1373,2,1534,0,0,diego-pablo-sevilla,https://www.procyclingstats.com/rider/diego-pablo-sevilla
627,fernando  tercero ,eolo-kometa,eolo-kometa-2023,2001-12-28,spain,1.82,65.0,none,0,23,1,0,52,1582,1652,0,0,0,9,1565,20,1070,0,0,0,0,fernando-tercero-lopez,https://www.procyclingstats.com/rider/fernando-tercero-lopez
628,davide  piganzoli ,eolo-kometa,eolo-kometa-2023,2002-07-08,italy,1.74,61.0,morbegno,12,12,2,3,55,1069,484,0,0,0,26,1047,1,2085,0,0,0,0,davide-piganzoli,https://www.procyclingstats.com/rider/davide-piganzoli
629,alex  martín ,eolo-kometa,eolo-kometa-2023,2000-01-25,spain,1.74,60.0,premiá de mar,4,7,0,0,11,1875,2000,0,2,843,3,2021,6,1640,0,0,0,0,alex-martin-gutierrez,https://www.procyclingstats.com/rider/alex-martin-gutierrez
630,david  martin ,eolo-kometa,eolo-kometa-2023,1999-02-19,spain,1.77,68.0,sevilla,5,0,0,38,10,1626,2240,0,5,691,4,1968,0,0,0,0,0,0,david-martin-romero,https://www.procyclingstats.com/rider/david-martin-romero
631,andrea  pietrobon ,eolo-kometa,eolo-kometa-2023,1999-03-11,italy,1.91,72.0,none,7,98,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,andrea-pietrobon,https://www.procyclingstats.com/rider/andrea-pietrobon
632,javier  serrano ,eolo-kometa,eolo-kometa-2023,2001-04-17,spain,1.72,60.0,none,0,0,0,16,2,0,2785,0,0,0,0,0,0,0,0,0,0,0,javier-serrano,https://www.procyclingstats.com/rider/javier-serrano
633,giovanni  carboni ,equipo kern pharma,equipo-kern-pharma-2023,1995-08-31,italy,1.8,61.0,fano,89,317,9,81,467,925,1328,1,8,571,26,1042,162,326,44,576,126,481,giovanni-carboni,https://www.procyclingstats.com/rider/giovanni-carboni
634,roger  adrià ,equipo kern pharma,equipo-kern-pharma-2023,1998-04-18,spain,1.79,64.0,barcelona,229,152,27,4,315,314,304,1,58,165,129,382,212,247,20,888,0,0,roger-adria,https://www.procyclingstats.com/rider/roger-adria
635,héctor  carretero ,equipo kern pharma,equipo-kern-pharma-2023,1995-05-28,spain,1.83,67.0,madrigueras,142,163,31,2,121,1846,2017,1,0,0,5,1857,125,388,51,508,72,761,hector-carretero,https://www.procyclingstats.com/rider/hector-carretero
636,francisco  galván ,equipo kern pharma,equipo-kern-pharma-2023,1997-12-01,spain,1.76,71.0,lliçà d'amunt,102,98,13,41,220,485,825,0,0,0,141,360,59,625,19,905,0,0,francisco-galvan,https://www.procyclingstats.com/rider/francisco-galvan
637,urko  berrade ,equipo kern pharma,equipo-kern-pharma-2023,1997-11-28,spain,1.84,68.0,pamplona,26,142,60,8,88,861,1595,0,2,852,57,673,97,465,19,898,8,1789,urko-berrade-fernandez,https://www.procyclingstats.com/rider/urko-berrade-fernandez
638,josé félix  parra ,equipo kern pharma,equipo-kern-pharma-2023,1997-01-16,spain,1.71,57.0,ossa de montiel,16,142,0,7,125,740,1102,0,0,0,52,717,128,383,0,0,1,2586,jose-felix-parra,https://www.procyclingstats.com/rider/jose-felix-parra
639,vojtěch  řepa ,equipo kern pharma,equipo-kern-pharma-2023,2000-08-14,czech republic,1.84,71.0,velká bíteš,8,131,16,3,77,449,647,0,0,0,109,433,0,0,36,656,0,0,vojtech-repa,https://www.procyclingstats.com/rider/vojtech-repa
640,martí  márquez ,equipo kern pharma,equipo-kern-pharma-2023,1996-02-09,spain,1.84,63.0,llinars del vallès,1,108,0,19,25,0,0,0,0,0,0,0,24,983,95,332,0,0,marti-marquez,https://www.procyclingstats.com/rider/marti-marquez
641,raúl  garcía pierna ,equipo kern pharma,equipo-kern-pharma-2023,2001-02-23,spain,1.75,67.0,tres cantos,11,41,62,6,93,614,526,1,2,837,75,573,9,1438,0,0,0,0,raul-garcia-pierna,https://www.procyclingstats.com/rider/raul-garcia-pierna
642,igor  arrieta ,equipo kern pharma,equipo-kern-pharma-2023,2002-12-08,spain,1.82,64.0,uharte arakil,6,52,12,0,90,736,2287,0,3,797,74,579,0,2228,0,0,0,0,igor-arrieta-lizarraga,https://www.procyclingstats.com/rider/igor-arrieta-lizarraga
643,iñigo  elosegui ,equipo kern pharma,equipo-kern-pharma-2023,1998-03-06,spain,1.88,64.0,zierbena,40,25,4,0,16,946,1979,0,0,0,32,931,5,1693,28,752,1,2470,inigo-elosegui,https://www.procyclingstats.com/rider/inigo-elosegui
644,jordi  lópez ,equipo kern pharma,equipo-kern-pharma-2023,1998-08-14,spain,1.7,59.0,badalona,46,7,5,0,46,1722,2209,0,7,582,0,0,46,719,0,0,0,0,jordi-lopez-caravaca,https://www.procyclingstats.com/rider/jordi-lopez-caravaca
645,álex  jaime ,equipo kern pharma,equipo-kern-pharma-2023,1998-09-29,spain,1.83,68.0,sarrià de ter,43,0,5,34,24,1398,1782,0,5,715,23,1094,19,1084,0,0,0,0,alex-jaime-fernandez,https://www.procyclingstats.com/rider/alex-jaime-fernandez
646,jon  agirre ,equipo kern pharma,equipo-kern-pharma-2023,1997-09-10,spain,1.73,54.0,zumaia,5,42,0,2,50,1198,2282,0,0,0,19,1177,28,916,0,0,0,0,jon-agirre,https://www.procyclingstats.com/rider/jon-agirre
647,pau  miquel ,equipo kern pharma,equipo-kern-pharma-2023,2000-08-20,spain,1.8,60.0,sant quirze del vallès,18,12,0,8,46,831,1164,0,7,590,35,897,0,0,0,0,0,0,pau-miquel-delgado,https://www.procyclingstats.com/rider/pau-miquel-delgado
648,carlos  garcía pierna ,equipo kern pharma,equipo-kern-pharma-2023,1999-07-23,spain,1.71,54.0,tres cantos,12,12,10,0,17,1193,1953,0,0,0,19,1171,5,1712,0,0,0,0,carlos-garcia-pierna,https://www.procyclingstats.com/rider/carlos-garcia-pierna
649,ibon  ruiz ,equipo kern pharma,equipo-kern-pharma-2023,1999-01-30,spain,1.78,63.0,vitoria,10,6,1,3,8,1282,1984,0,5,663,11,1435,0,0,0,0,0,0,ibon-ruiz,https://www.procyclingstats.com/rider/ibon-ruiz
650,iván  cobo ,equipo kern pharma,equipo-kern-pharma-2023,2000-01-02,spain,1.86,63.0,el astillero,10,0,0,0,8,1525,1961,0,7,601,3,1978,0,0,0,0,0,0,ivan-cobo-cayon,https://www.procyclingstats.com/rider/ivan-cobo-cayon
651,eugenio  sánchez ,equipo kern pharma,equipo-kern-pharma-2023,1999-03-10,spain,1.79,60.0,calpe,5,0,0,0,0,1878,0,0,0,0,5,1849,0,0,0,0,0,0,eugenio-sanchez,https://www.procyclingstats.com/rider/eugenio-sanchez
652,danny van der tuuk ,equipo kern pharma,equipo-kern-pharma-2023,1999-11-05,netherlands,1.8,60.0,assen,5,89,10,2,2,1856,2650,0,0,0,5,1785,0,0,0,0,0,0,danny-van-der-tuuk,https://www.procyclingstats.com/rider/danny-van-der-tuuk
653,pablo  castrillo ,equipo kern pharma,equipo-kern-pharma-2023,2001-01-02,spain,1.83,63.0,jaca,0,0,0,0,4,0,1174,0,0,0,0,0,0,0,0,0,0,0,pablo-castrillo-zapater,https://www.procyclingstats.com/rider/pablo-castrillo-zapater
654,mikel  retegi ,equipo kern pharma,equipo-kern-pharma-2023,2001-04-27,spain,1.77,64.0,barañain,0,0,0,0,0,0,3115,0,0,0,0,0,0,0,0,0,0,0,mikel-retegi,https://www.procyclingstats.com/rider/mikel-retegi
655,juan josé  lobato ,euskaltel - euskadi,euskaltel-euskadi-2023,1988-12-29,spain,1.73,64.0,trebujena,1315,623,79,2574,794,1122,1995,15,2,846,27,1036,66,594,78,393,118,513,juan-jose-lobato,https://www.procyclingstats.com/rider/juan-jose-lobato
656,luis ángel  maté ,euskaltel - euskadi,euskaltel-euskadi-2023,1984-03-23,spain,1.78,68.0,madrid,514,1073,17,342,1014,1018,2227,2,0,0,31,950,105,447,72,409,70,777,luis-angel-mate,https://www.procyclingstats.com/rider/luis-angel-mate
657,mikel  bizkarra ,euskaltel - euskadi,euskaltel-euskadi-2023,1989-08-21,spain,1.65,53.0,mañaria,164,800,12,22,808,325,389,1,33,249,150,343,165,318,60,462,177,357,mikel-bizkarra,https://www.procyclingstats.com/rider/mikel-bizkarra
658,mikel  iturria ,euskaltel - euskadi,euskaltel-euskadi-2023,1992-03-16,spain,1.85,69.0,urnieta,123,223,2,30,286,1043,2895,1,3,793,28,995,115,416,0,0,158,401,mikel-iturria,https://www.procyclingstats.com/rider/mikel-iturria
659,gotzon  martín ,euskaltel - euskadi,euskaltel-euskadi-2023,1996-02-15,spain,,,orozko,195,122,0,63,288,467,601,0,24,297,92,496,171,308,51,511,1,2487,gotzon-martin,https://www.procyclingstats.com/rider/gotzon-martin
660,antonio jesús  soto ,euskaltel - euskadi,euskaltel-euskadi-2023,1994-12-24,spain,1.75,66.0,alcantarilla,188,65,10,72,233,550,524,1,82,121,25,1061,166,316,16,955,19,1353,antonio-soto,https://www.procyclingstats.com/rider/antonio-soto
