,fullname,team,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
583,Andrés Camilo  Ardila ,Burgos-BH,02/06/1999,Colombia,1.7,59,Mariquita,4,83,20,3,61,1630,2241,0,0,0,12,1395,48,704,6,1287,36,1037,andres-camilo-ardila,https://www.procyclingstats.com/rider/andres-camilo-ardila
584,Ángel  Fuentes ,Burgos-BH,05/11/1996,Spain,1.9,77,Burgos,67,15,27,10,32,960,1229,0,0,0,31,946,35,807,9,1171,6,1957,paniego-fuentes,https://www.procyclingstats.com/rider/paniego-fuentes
585,Miguel Ángel  Fernández ,Burgos-BH,21/03/1997,Spain,1.85,79,Santander,20,5,0,106,26,913,1628,1,20,349,15,1273,0,0,0,0,0,0,miguel-angel-fernandez-ruiz,https://www.procyclingstats.com/rider/miguel-angel-fernandez-ruiz
586,Mario  Aparicio ,Burgos-BH,23/04/2000,Spain,1.85,69,Aranda de Duero,5,36,14,0,16,1030,1636,0,0,0,36,880,5,1729,0,0,0,0,mario-aparicio-munoz,https://www.procyclingstats.com/rider/mario-aparicio-munoz
587,Clément  Alleno ,Burgos-BH,08/10/2000,France,1.8,69,Saint-Brieuc,0,24,0,32,2,930,1134,0,28,269,6,1779,0,0,0,0,0,0,clement-alleno,https://www.procyclingstats.com/rider/clement-alleno
588,Eric Antonio  Fagundez ,Burgos-BH,19/08/1998,Uruguay,0,0,Vergara,4,0,31,3,4,1249,1260,1,17,384,1,2244,0,0,0,0,0,0,eric-antonio-fagundez,https://www.procyclingstats.com/rider/eric-antonio-fagundez
589,Alejandro  Franco ,Burgos-BH,26/09/2001,Spain,1.75,58,Valladolid,0,8,0,0,10,1547,1213,0,0,0,10,1470,0,0,0,0,0,0,alejandro-franco-gonzalez,https://www.procyclingstats.com/rider/alejandro-franco-gonzalez
590,Felipe  Orts ,Burgos-BH,01/04/1995,Spain,1.79,70,Villajoyosa,5,0,0,11,0,1848,0,0,0,0,5,1823,0,0,0,0,0,0,felipe-orts,https://www.procyclingstats.com/rider/felipe-orts
591,Rodrigo  Alvarez ,Burgos-BH,24/08/1999,Spain,1.75,65,Burgos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rodrigo-alvarez,https://www.procyclingstats.com/rider/rodrigo-alvarez
592,Eduard  Prades ,Caja Rural - Seguros RGA,09/08/1987,Spain,1.78,63,Alcanar,833,1208,30,800,1398,408,812,8,5,664,123,395,130,377,77,394,423,144,eduard-prades,https://www.procyclingstats.com/rider/eduard-prades
593,Fernando  Barceló ,Caja Rural - Seguros RGA,06/01/1996,Spain,1.74,64,Huesca,287,229,2,52,514,311,360,0,33,250,169,314,146,351,24,827,182,350,fernando-barcelo,https://www.procyclingstats.com/rider/fernando-barcelo
594,Orluis  Aular ,Caja Rural - Seguros RGA,05/11/1996,Venezuela,1.76,65,Nirgua,164,109,304,620,296,363,194,3,0,0,181,305,54,657,35,671,245,265,orluis-aular,https://www.procyclingstats.com/rider/orluis-aular
595,Michal  Schlegel ,Caja Rural - Seguros RGA,31/05/1995,Czech Republic,1.84,72,Ústí nad Orlicí,66,346,50,86,238,1237,2280,0,0,0,17,1243,133,371,9,1164,84,693,michal-schlegel,https://www.procyclingstats.com/rider/michal-schlegel
596,Julen  Amezqueta ,Caja Rural - Seguros RGA,12/08/1993,Spain,1.74,63,Estella,84,296,1,1,282,1839,0,0,0,0,5,1847,202,264,30,715,26,1187,julen-amezqueta,https://www.procyclingstats.com/rider/julen-amezqueta
597,Jefferson Alveiro  Cepeda ,Caja Rural - Seguros RGA,02/03/1996,Ecuador,1.7,61,Quito,150,194,99,89,158,672,436,4,37,229,67,608,51,675,85,365,78,724,jefferson-cepeda-hernandez,https://www.procyclingstats.com/rider/jefferson-cepeda-hernandez
598,Jhojan  García ,Caja Rural - Seguros RGA,10/01/1998,Colombia,1.68,55,Bogotá,7,202,14,8,135,1862,2905,0,0,0,5,1806,137,362,28,749,30,1123,jhojan-garcia,https://www.procyclingstats.com/rider/jhojan-garcia
599,Joel  Nicolau ,Caja Rural - Seguros RGA,23/12/1997,Spain,1.76,66,Llofriu,45,107,6,7,122,417,553,0,5,724,121,399,24,977,0,0,6,1954,joel-nicolau,https://www.procyclingstats.com/rider/joel-nicolau
600,Tomáš  Bárta ,Caja Rural - Seguros RGA,28/04/1999,Czech Republic,1.89,79,Olomouc,54,44,6,390,22,608,374,0,0,0,83,539,26,942,0,0,10,1667,tomas-barta,https://www.procyclingstats.com/rider/tomas-barta
601,Daniel  Babor ,Caja Rural - Seguros RGA,22/10/1999,Czech Republic,1.79,79,Beroun,32,10,14,270,2,531,488,3,18,368,73,585,20,1052,0,0,12,1627,daniel-babor,https://www.procyclingstats.com/rider/daniel-babor
602,Mulu Kinfe  Hailemichael ,Caja Rural - Seguros RGA,12/06/1999,Ethiopia,1.58,50,Adigrat,6,44,6,2,112,0,0,1,0,0,0,0,0,0,45,565,25,1197,mulu-kinfe-hailemichael,https://www.procyclingstats.com/rider/mulu-kinfe-hailemichael
603,David  González ,Caja Rural - Seguros RGA,21/02/1996,Spain,1.79,68,Fontiveros,23,15,5,142,88,1086,2202,0,0,0,33,922,24,982,6,1298,16,1449,david-gonzalez-lopez,https://www.procyclingstats.com/rider/david-gonzalez-lopez
604,Sergio Roman  Martín ,Caja Rural - Seguros RGA,13/12/1996,Spain,1.82,69,Galapagar,5,53,8,20,88,898,1079,0,0,0,36,881,25,969,0,0,0,0,sergio-martin,https://www.procyclingstats.com/rider/sergio-martin
605,Jokin  Murguialday ,Caja Rural - Seguros RGA,19/03/2000,Spain,1.73,57,Salvatierra,5,39,4,6,29,1254,1511,0,0,0,17,1240,20,1063,9,1172,0,0,jokin-murguialday-elorza,https://www.procyclingstats.com/rider/jokin-murguialday-elorza
606,Iúri  Leitão ,Caja Rural - Seguros RGA,03/07/1998,Portugal,1.75,65,Viana do Castelo,0,11,1,132,13,1133,1586,0,0,0,22,1113,17,1135,0,0,0,0,iuri-leitao,https://www.procyclingstats.com/rider/iuri-leitao
607,Jon  Barrenetxea ,Caja Rural - Seguros RGA,20/04/2000,Spain,1.88,74,Gámiz,16,17,2,3,36,1116,1220,0,8,569,15,1278,14,1252,0,0,0,0,jon-barrenetxea-golzarri,https://www.procyclingstats.com/rider/jon-barrenetxea-golzarri
608,Abel  Balderstone ,Caja Rural - Seguros RGA,07/07/2000,Spain,1.79,61,Ullastrell,0,18,16,0,18,1199,1016,0,0,0,19,1185,0,0,0,0,0,0,abel-balderstone-roumens,https://www.procyclingstats.com/rider/abel-balderstone-roumens
609,Yesid Albeiro  Pira ,Caja Rural - Seguros RGA,28/06/1999,Colombia,1.72,59,Siachoque,0,12,3,8,30,1989,2656,0,0,0,4,1912,13,1268,0,0,0,0,yesid-albeiro-pira,https://www.procyclingstats.com/rider/yesid-albeiro-pira
610,Calum  Johnston ,Caja Rural - Seguros RGA,01/11/1998,Great Britain,1.73,55,Glasgow,0,8,0,9,19,1431,2251,0,0,0,12,1415,0,0,1,1642,0,0,calum-johnston,https://www.procyclingstats.com/rider/calum-johnston
611,Joseba  López ,Caja Rural - Seguros RGA,05/03/2000,Spain,1.81,66,Vitoria,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,joseba-lopez-cuesta,https://www.procyclingstats.com/rider/joseba-lopez-cuesta
612,Josu  Etxeberria ,Caja Rural - Seguros RGA,09/09/2000,Spain,1.78,65,Iturmendi,0,0,0,1,1,0,2800,0,0,0,0,0,0,0,0,0,0,0,josu-etxeberria-azpilikueta,https://www.procyclingstats.com/rider/josu-etxeberria-azpilikueta
613,Francesco  Gavazzi ,EOLO-Kometa,01/08/1984,Italy,1.71,65,Morbegno,2983,1370,43,2044,2910,617,958,13,6,625,64,630,85,502,24,825,177,359,francesco-gavazzi,https://www.procyclingstats.com/rider/francesco-gavazzi
614,Vincenzo  Albanese ,EOLO-Kometa,12/11/1996,Italy,1.75,70,Oliveto Citra,545,229,50,440,774,131,187,2,0,0,521,99,274,202,36,652,15,1521,vincenzo-albanese,https://www.procyclingstats.com/rider/vincenzo-albanese
615,Lorenzo  Fortunato ,EOLO-Kometa,09/05/1996,Italy,1.7,57,Bologna,111,588,0,30,656,207,268,3,14,453,336,182,378,136,62,458,70,775,lorenzo-fortunato,https://www.procyclingstats.com/rider/lorenzo-fortunato
616,Giovanni  Lonardi ,EOLO-Kometa,09/11/1996,Italy,1.8,70,Verona,151,54,3,636,236,1272,2945,3,2,840,48,742,73,549,87,352,149,422,giovanni-lonardi,https://www.procyclingstats.com/rider/giovanni-lonardi
617,Mirco  Maestri ,EOLO-Kometa,26/10/1991,Italy,1.82,73,Guastalla,115,217,83,266,126,638,1871,1,12,475,54,703,32,854,0,0,85,684,mirco-maestri,https://www.procyclingstats.com/rider/mirco-maestri
618,Mattia  Bais ,EOLO-Kometa,19/10/1996,Italy,1.75,66,Rovereto,113,145,20,98,135,794,1336,0,0,0,50,726,85,497,34,682,82,704,mattia-bais,https://www.procyclingstats.com/rider/mattia-bais
619,Andrea  Garosio ,EOLO-Kometa,06/12/1993,Italy,1.75,58,Brescia,133,74,4,30,120,820,639,0,0,0,42,806,53,665,29,742,70,780,andrea-garosio,https://www.procyclingstats.com/rider/andrea-garosio
620,Erik  Fetter ,EOLO-Kometa,05/04/2000,Hungary,1.9,70,Budapest,89,54,106,7,90,410,338,3,5,689,127,390,55,648,4,1385,8,1818,erik-fetter,https://www.procyclingstats.com/rider/erik-fetter
621,Davide  Bais ,EOLO-Kometa,02/04/1998,Italy,1.85,66,Rovereto,67,63,22,8,84,486,653,0,3,790,100,464,10,1400,3,1463,20,1321,davide-bais,https://www.procyclingstats.com/rider/davide-bais
622,Samuele  Rivi ,EOLO-Kometa,11/05/1998,Italy,1.87,72,Trente,44,46,21,8,40,985,1997,0,0,0,36,883,43,751,0,0,11,1636,samuele-rivi,https://www.procyclingstats.com/rider/samuele-rivi
623,Alessandro  Fancellu ,EOLO-Kometa,24/04/2000,Italy,1.72,62,Como,5,74,0,1,54,963,824,0,0,0,31,945,0,0,55,493,0,0,alessandro-fancellu,https://www.procyclingstats.com/rider/alessandro-fancellu
624,Simone  Bevilacqua ,EOLO-Kometa,22/02/1997,Italy,1.8,75,Thiene,133,30,29,85,2,0,0,1,0,0,0,0,0,0,20,880,36,1039,simone-bevilacqua,https://www.procyclingstats.com/rider/simone-bevilacqua
625,Simone  Raccani ,EOLO-Kometa,02/03/2001,Italy,0,0,Thiene,31,26,1,18,56,901,803,0,0,0,36,884,22,1008,0,0,0,0,simone-raccani,https://www.procyclingstats.com/rider/simone-raccani
626,Diego Pablo  Sevilla ,EOLO-Kometa,04/03/1996,Spain,1.71,64,San Martín de la Vega,25,12,7,20,52,1215,2260,0,5,690,18,1211,10,1373,2,1534,0,0,diego-pablo-sevilla,https://www.procyclingstats.com/rider/diego-pablo-sevilla
627,Fernando  Tercero ,EOLO-Kometa,28/12/2001,Spain,1.82,65,None,0,23,1,0,52,1582,1652,0,0,0,9,1565,20,1070,0,0,0,0,fernando-tercero-lopez,https://www.procyclingstats.com/rider/fernando-tercero-lopez
628,Davide  Piganzoli ,EOLO-Kometa,08/07/2002,Italy,1.74,61,Morbegno,12,12,2,3,55,1069,484,0,0,0,26,1047,1,2085,0,0,0,0,davide-piganzoli,https://www.procyclingstats.com/rider/davide-piganzoli
629,Alex  Martín ,EOLO-Kometa,25/01/2000,Spain,1.74,60,Premiá de Mar,4,7,0,0,11,1875,2000,0,2,843,3,2021,6,1640,0,0,0,0,alex-martin-gutierrez,https://www.procyclingstats.com/rider/alex-martin-gutierrez
630,David  Martin ,EOLO-Kometa,19/02/1999,Spain,1.77,68,Sevilla,5,0,0,38,10,1626,2240,0,5,691,4,1968,0,0,0,0,0,0,david-martin-romero,https://www.procyclingstats.com/rider/david-martin-romero
631,Andrea  Pietrobon ,EOLO-Kometa,11/03/1999,Italy,1.91,72,None,7,98,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,andrea-pietrobon,https://www.procyclingstats.com/rider/andrea-pietrobon
632,Javier  Serrano ,EOLO-Kometa,17/04/2001,Spain,1.72,60,None,0,0,0,16,2,0,2785,0,0,0,0,0,0,0,0,0,0,0,javier-serrano,https://www.procyclingstats.com/rider/javier-serrano
633,Giovanni  Carboni ,Equipo Kern Pharma,31/08/1995,Italy,1.8,61,Fano,89,317,9,81,467,925,1328,1,8,571,26,1042,162,326,44,576,126,481,giovanni-carboni,https://www.procyclingstats.com/rider/giovanni-carboni
634,Roger  Adrià ,Equipo Kern Pharma,18/04/1998,Spain,1.79,64,Barcelona,229,152,27,4,315,314,304,1,58,165,129,382,212,247,20,888,0,0,roger-adria,https://www.procyclingstats.com/rider/roger-adria
635,Héctor  Carretero ,Equipo Kern Pharma,28/05/1995,Spain,1.83,67,Madrigueras,142,163,31,2,121,1846,2017,1,0,0,5,1857,125,388,51,508,72,761,hector-carretero,https://www.procyclingstats.com/rider/hector-carretero
636,Francisco  Galván ,Equipo Kern Pharma,01/12/1997,Spain,1.76,71,Lliçà d'Amunt,102,98,13,41,220,485,825,0,0,0,141,360,59,625,19,905,0,0,francisco-galvan,https://www.procyclingstats.com/rider/francisco-galvan
637,Urko  Berrade ,Equipo Kern Pharma,28/11/1997,Spain,1.84,68,Pamplona,26,142,60,8,88,861,1595,0,2,852,57,673,97,465,19,898,8,1789,urko-berrade-fernandez,https://www.procyclingstats.com/rider/urko-berrade-fernandez
638,José Félix  Parra ,Equipo Kern Pharma,16/01/1997,Spain,1.71,57,Ossa de Montiel,16,142,0,7,125,740,1102,0,0,0,52,717,128,383,0,0,1,2586,jose-felix-parra,https://www.procyclingstats.com/rider/jose-felix-parra
639,Vojtěch  Řepa ,Equipo Kern Pharma,14/08/2000,Czech Republic,1.84,71,Velká Bíteš,8,131,16,3,77,449,647,0,0,0,109,433,0,0,36,656,0,0,vojtech-repa,https://www.procyclingstats.com/rider/vojtech-repa
640,Martí  Márquez ,Equipo Kern Pharma,09/02/1996,Spain,1.84,63,Llinars del Vallès,1,108,0,19,25,0,0,0,0,0,0,0,24,983,95,332,0,0,marti-marquez,https://www.procyclingstats.com/rider/marti-marquez
641,Raúl  García Pierna ,Equipo Kern Pharma,23/02/2001,Spain,1.75,67,Tres Cantos,11,41,62,6,93,614,526,1,2,837,75,573,9,1438,0,0,0,0,raul-garcia-pierna,https://www.procyclingstats.com/rider/raul-garcia-pierna
642,Igor  Arrieta ,Equipo Kern Pharma,08/12/2002,Spain,1.82,64,Uharte Arakil,6,52,12,0,90,736,2287,0,3,797,74,579,0,2228,0,0,0,0,igor-arrieta-lizarraga,https://www.procyclingstats.com/rider/igor-arrieta-lizarraga
643,Iñigo  Elosegui ,Equipo Kern Pharma,06/03/1998,Spain,1.88,64,Zierbena,40,25,4,0,16,946,1979,0,0,0,32,931,5,1693,28,752,1,2470,inigo-elosegui,https://www.procyclingstats.com/rider/inigo-elosegui
644,Jordi  López ,Equipo Kern Pharma,14/08/1998,Spain,1.7,59,Badalona,46,7,5,0,46,1722,2209,0,7,582,0,0,46,719,0,0,0,0,jordi-lopez-caravaca,https://www.procyclingstats.com/rider/jordi-lopez-caravaca
645,Álex  Jaime ,Equipo Kern Pharma,29/09/1998,Spain,1.83,68,Sarrià de Ter,43,0,5,34,24,1398,1782,0,5,715,23,1094,19,1084,0,0,0,0,alex-jaime-fernandez,https://www.procyclingstats.com/rider/alex-jaime-fernandez
646,Jon  Agirre ,Equipo Kern Pharma,10/09/1997,Spain,1.73,54,Zumaia,5,42,0,2,50,1198,2282,0,0,0,19,1177,28,916,0,0,0,0,jon-agirre,https://www.procyclingstats.com/rider/jon-agirre
647,Pau  Miquel ,Equipo Kern Pharma,20/08/2000,Spain,1.8,60,Sant Quirze del Vallès,18,12,0,8,46,831,1164,0,7,590,35,897,0,0,0,0,0,0,pau-miquel-delgado,https://www.procyclingstats.com/rider/pau-miquel-delgado
648,Carlos  García Pierna ,Equipo Kern Pharma,23/07/1999,Spain,1.71,54,Tres Cantos,12,12,10,0,17,1193,1953,0,0,0,19,1171,5,1712,0,0,0,0,carlos-garcia-pierna,https://www.procyclingstats.com/rider/carlos-garcia-pierna
649,Ibon  Ruiz ,Equipo Kern Pharma,30/01/1999,Spain,1.78,63,Vitoria,10,6,1,3,8,1282,1984,0,5,663,11,1435,0,0,0,0,0,0,ibon-ruiz,https://www.procyclingstats.com/rider/ibon-ruiz
650,Iván  Cobo ,Equipo Kern Pharma,02/01/2000,Spain,1.86,63,El Astillero,10,0,0,0,8,1525,1961,0,7,601,3,1978,0,0,0,0,0,0,ivan-cobo-cayon,https://www.procyclingstats.com/rider/ivan-cobo-cayon
651,Eugenio  Sánchez ,Equipo Kern Pharma,10/03/1999,Spain,1.79,60,Calpe,5,0,0,0,0,1878,0,0,0,0,5,1849,0,0,0,0,0,0,eugenio-sanchez,https://www.procyclingstats.com/rider/eugenio-sanchez
652,Danny van der Tuuk ,Equipo Kern Pharma,05/11/1999,Netherlands,1.8,60,Assen,5,89,10,2,2,1856,2650,0,0,0,5,1785,0,0,0,0,0,0,danny-van-der-tuuk,https://www.procyclingstats.com/rider/danny-van-der-tuuk
653,Pablo  Castrillo ,Equipo Kern Pharma,02/01/2001,Spain,1.83,63,Jaca,0,0,0,0,4,0,1174,0,0,0,0,0,0,0,0,0,0,0,pablo-castrillo-zapater,https://www.procyclingstats.com/rider/pablo-castrillo-zapater
654,Mikel  Retegi ,Equipo Kern Pharma,27/04/2001,Spain,1.77,64,Barañain,0,0,0,0,0,0,3115,0,0,0,0,0,0,0,0,0,0,0,mikel-retegi,https://www.procyclingstats.com/rider/mikel-retegi
655,Juan José  Lobato ,Euskaltel - Euskadi,29/12/1988,Spain,1.73,64,Trebujena,1315,623,79,2574,794,1122,1995,15,2,846,27,1036,66,594,78,393,118,513,juan-jose-lobato,https://www.procyclingstats.com/rider/juan-jose-lobato
656,Luis Ángel  Maté ,Euskaltel - Euskadi,23/03/1984,Spain,1.78,68,Madrid,514,1073,17,342,1014,1018,2227,2,0,0,31,950,105,447,72,409,70,777,luis-angel-mate,https://www.procyclingstats.com/rider/luis-angel-mate
657,Mikel  Bizkarra ,Euskaltel - Euskadi,21/08/1989,Spain,1.65,53,Mañaria,164,800,12,22,808,325,389,1,33,249,150,343,165,318,60,462,177,357,mikel-bizkarra,https://www.procyclingstats.com/rider/mikel-bizkarra
658,Mikel  Iturria ,Euskaltel - Euskadi,16/03/1992,Spain,1.85,69,Urnieta,123,223,2,30,286,1043,2895,1,3,793,28,995,115,416,0,0,158,401,mikel-iturria,https://www.procyclingstats.com/rider/mikel-iturria
659,Gotzon  Martín ,Euskaltel - Euskadi,15/02/1996,Spain,0,0,Orozko,195,122,0,63,288,467,601,0,24,297,92,496,171,308,51,511,1,2487,gotzon-martin,https://www.procyclingstats.com/rider/gotzon-martin
660,Antonio Jesús  Soto ,Euskaltel - Euskadi,24/12/1994,Spain,1.75,66,Alcantarilla,188,65,10,72,233,550,524,1,82,121,25,1061,166,316,16,955,19,1353,antonio-soto,https://www.procyclingstats.com/rider/antonio-soto
661,Carlos  Canal ,Euskaltel - Euskadi,28/06/2001,Spain,1.79,70,Xinzo de Limia,110,60,60,59,144,396,520,0,83,120,55,685,41,767,0,0,0,0,carlos-canal,https://www.procyclingstats.com/rider/carlos-canal
662,Txomin  Juaristi ,Euskaltel - Euskadi,20/07/1995,Spain,1.82,67.5,Markina-Xemein,39,94,93,9,108,591,957,0,4,765,72,592,6,1633,4,1436,41,976,txomin-juaristi,https://www.procyclingstats.com/rider/txomin-juaristi
663,Joan  Bou ,Euskaltel - Euskadi,16/01/1997,Spain,0,0,Valencia,5,121,7,5,116,725,980,0,0,0,54,700,41,761,0,0,27,1172,joan-bou,https://www.procyclingstats.com/rider/joan-bou
664,Xabier Mikel  Azparren ,Euskaltel - Euskadi,25/02/1999,Spain,0,0,San Sebastián,0,97,163,26,44,609,665,0,22,331,66,612,22,1004,0,0,0,0,xabier-mikel-azparren-irurzun,https://www.procyclingstats.com/rider/xabier-mikel-azparren-irurzun
665,Unai  Cuadrado ,Euskaltel - Euskadi,26/09/1997,Spain,0,0,Eribe,57,37,0,2,58,1721,2207,0,0,0,7,1724,22,1020,28,756,37,1021,unai-cuadrado,https://www.procyclingstats.com/rider/unai-cuadrado
666,Ibai  Azurmendi ,Euskaltel - Euskadi,11/06/1996,Spain,0,0,Leitza,9,31,0,2,38,1172,2396,0,0,0,20,1167,13,1265,1,1672,0,0,ibai-azurmendi-sagastibel,https://www.procyclingstats.com/rider/ibai-azurmendi-sagastibel
667,Unai  Iribar ,Euskaltel - Euskadi,12/06/1999,Spain,0,0,Ibarra,11,9,0,3,38,1052,1599,0,18,372,9,1561,0,0,0,0,0,0,unai-iribar-jauregi,https://www.procyclingstats.com/rider/unai-iribar-jauregi
668,Andoni  López de Abetxuko ,Euskaltel - Euskadi,03/08/1999,Spain,1.85,74,Salvatierra,0,0,0,24,7,1719,2746,0,0,0,7,1727,0,0,0,0,0,0,andoni-lopez-de-abetxuko-jimenez,https://www.procyclingstats.com/rider/andoni-lopez-de-abetxuko-jimenez
669,Xabier  Isasa ,Euskaltel - Euskadi,24/08/2001,Spain,0,0,Urretxu,0,0,22,0,29,0,0,0,0,0,7,1628,0,0,0,0,0,0,xabier-isasa-larranaga,https://www.procyclingstats.com/rider/xabier-isasa-larranaga
670,Asier  Etxeberria ,Euskaltel - Euskadi,19/07/1998,Spain,0,0,Eguesibar,0,0,58,0,27,1713,2566,0,0,0,7,1670,0,0,0,0,0,0,asier-etxeberria,https://www.procyclingstats.com/rider/asier-etxeberria
671,Peio  Goikoetxea ,Euskaltel - Euskadi,14/02/1992,Spain,0,0,Ermua,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peio-goikoetxea,https://www.procyclingstats.com/rider/peio-goikoetxea
672,Iker  Ballarin ,Euskaltel - Euskadi,04/05/1997,Spain,0,0,Vitoria-Gasteiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iker-ballarin-manso,https://www.procyclingstats.com/rider/iker-ballarin-manso
673,Enekoitz  Azparren ,Euskaltel - Euskadi,05/08/2002,Spain,0,0,None,0,0,0,0,3,0,1836,0,0,0,0,0,0,0,0,0,0,0,enekoitz-azparren-irurzun,https://www.procyclingstats.com/rider/enekoitz-azparren-irurzun
674,Xabier  Berasategi ,Euskaltel - Euskadi,08/04/2000,Spain,0,0,None,0,0,0,2,10,0,2428,0,0,0,0,0,0,0,0,0,0,0,xabier-berasategi-garmendia,https://www.procyclingstats.com/rider/xabier-berasategi-garmendia
675,Henok  Mulubrhan ,Green Project-Bardiani CSF-Faizanè,11/11/1999,Eritrea,1.76,60,Asmara,275,239,61,232,327,216,130,5,294,8,173,311,43,742,92,336,71,770,henok-mulubrhan,https://www.procyclingstats.com/rider/henok-mulubrhan
676,Davide  Gabburo ,Green Project-Bardiani CSF-Faizanè,01/04/1993,Italy,1.72,63,Bovolone,349,188,10,107,482,299,635,0,10,502,188,299,119,403,79,387,199,326,davide-gabburo,https://www.procyclingstats.com/rider/davide-gabburo
677,Filippo  Fiorelli ,Green Project-Bardiani CSF-Faizanè,19/11/1994,Italy,0,0,Palermo,297,143,19,347,423,256,230,1,14,455,250,243,219,240,81,379,41,981,filippo-fiorelli,https://www.procyclingstats.com/rider/filippo-fiorelli
678,Alessandro  Tonelli ,Green Project-Bardiani CSF-Faizanè,29/05/1992,Italy,1.76,64,Brescia,140,116,8,80,236,389,574,1,41,211,116,418,27,935,36,658,10,1737,alessandro-tonelli,https://www.procyclingstats.com/rider/alessandro-tonelli
679,Luca  Covili ,Green Project-Bardiani CSF-Faizanè,10/02/1997,Italy,1.8,58,Pavullo nel Frignano,42,225,6,4,240,373,532,0,9,548,161,328,69,578,7,1223,34,1062,luca-covili,https://www.procyclingstats.com/rider/luca-covili
680,Luca  Colnaghi ,Green Project-Bardiani CSF-Faizanè,14/01/1999,Italy,0,0,Lecco,117,7,0,139,96,890,1737,0,11,479,54,699,76,537,10,1098,2,2343,luca-colnaghi,https://www.procyclingstats.com/rider/luca-colnaghi
681,Alessio  Martinelli ,Green Project-Bardiani CSF-Faizanè,26/04/2001,Italy,1.7,0,Sondalo,106,24,32,16,82,489,410,0,52,174,68,604,15,1189,0,0,0,0,alessio-martinelli,https://www.procyclingstats.com/rider/alessio-martinelli
682,Samuele  Zoccarato ,Green Project-Bardiani CSF-Faizanè,09/01/1998,Italy,1.83,74,Camposampiero,92,44,0,6,76,757,1006,0,16,402,45,772,54,660,1,1620,3,2240,samuele-zoccarato,https://www.procyclingstats.com/rider/samuele-zoccarato
683,Alex  Tolio ,Green Project-Bardiani CSF-Faizanè,30/03/2000,Italy,0,0,Bassano del Grappa,24,53,3,0,92,586,656,0,24,303,53,706,8,1502,0,0,0,0,alex-tolio,https://www.procyclingstats.com/rider/alex-tolio
684,Riccardo  Lucca ,Green Project-Bardiani CSF-Faizanè,24/02/1997,Italy,1.84,74,Rovereto,23,31,12,41,69,722,1169,1,10,493,44,790,27,933,3,1477,0,0,riccardo-lucca,https://www.procyclingstats.com/rider/riccardo-lucca
685,Martin  Marcellusi ,Green Project-Bardiani CSF-Faizanè,05/04/2000,Italy,1.72,62,Roma,62,11,3,25,89,711,580,0,7,596,48,741,7,1608,5,1368,10,1698,martin-marcellusi,https://www.procyclingstats.com/rider/martin-marcellusi
686,Enrico  Zanoncello ,Green Project-Bardiani CSF-Faizanè,02/08/1997,Italy,1.7,64,Isola della Scala,32,5,0,190,3,1453,1581,0,5,687,23,1099,21,1036,3,1474,0,0,enrico-zanoncello,https://www.procyclingstats.com/rider/enrico-zanoncello
